<a href="http://www.actgate.com/pipe.html" target="_blank" ><img src="http://quickmap.lroc.asu.edu/img/pipe_logo_40.jpg" /></a>

<br /><br />

position,GLD100,lon,lat
    140.01187,   -141.00000,     26.50657,    -13.04453
    140.59044,   -161.00000,     26.50879,    -13.06348
    141.16900,   -139.00000,     26.51101,    -13.08244
    141.74756,    -79.00000,     26.51323,    -13.10140
    142.32612,    202.00000,     26.51546,    -13.12035
    142.90468,    291.00000,     26.51768,    -13.13931
    143.48324,    310.00000,     26.51990,    -13.15827
    144.06181,    257.00000,     26.52212,    -13.17722
    144.64037,    198.00000,     26.52435,    -13.19618
    145.21893,    159.00000,     26.52657,    -13.21514
    145.79749,    110.00000,     26.52879,    -13.23409
    146.37605,     33.00000,     26.53102,    -13.25305
    146.95461,     -3.00000,     26.53324,    -13.27201
    147.53317,      4.00000,     26.53547,    -13.29096
    148.11174,    137.00000,     26.53769,    -13.30992
    148.69030,    254.00000,     26.53992,    -13.32888
    149.26886,    397.00000,     26.54214,    -13.34783
    149.84742,    607.00000,     26.54437,    -13.36679
    150.42598,    640.00000,     26.54660,    -13.38575
    151.00454,    607.00000,     26.54882,    -13.40470
    151.58310,    499.00000,     26.55105,    -13.42366
    152.16167,    200.00000,     26.55328,    -13.44262
    152.74023,    109.00000,     26.55550,    -13.46157
    153.31879,     65.00000,     26.55773,    -13.48053
    153.89735,     43.00000,     26.55996,    -13.49948
    154.47591,     41.00000,     26.56219,    -13.51844
    155.05447,     57.00000,     26.56442,    -13.53740
    155.63303,     33.00000,     26.56665,    -13.55635
    156.21160,    -33.00000,     26.56888,    -13.57531
    156.79016,    -95.00000,     26.57111,    -13.59426
    157.36872,   -277.00000,     26.57334,    -13.61322
    157.94728,   -358.00000,     26.57557,    -13.63218
    158.52584,   -388.00000,     26.57780,    -13.65113
    159.10440,   -375.00000,     26.58003,    -13.67009
    159.68296,   -326.00000,     26.58227,    -13.68905
    160.26153,   -202.00000,     26.58450,    -13.70800
    160.84009,   -123.00000,     26.58673,    -13.72696
    161.41865,    -82.00000,     26.58896,    -13.74591
    161.99721,    -57.00000,     26.59120,    -13.76487
    162.57577,    -34.00000,     26.59343,    -13.78383
    163.15433,    -20.00000,     26.59567,    -13.80278
    163.73290,      5.00000,     26.59790,    -13.82174
    164.31146,     30.00000,     26.60014,    -13.84069
    164.89002,    -17.00000,     26.60237,    -13.85965
    165.46858,    -29.00000,     26.60461,    -13.87860
    166.04714,    -34.00000,     26.60684,    -13.89756
    166.62570,    -58.00000,     26.60908,    -13.91652
    167.20426,    -87.00000,     26.61132,    -13.93547
